surname,surname_latin,n
Зиннеровский,Zinnerovskij,1
Зиннеор,Zinneor,1
Зиневич,Zinevič,1
Зиненберг,Zinenberg,1
Зитнер,Zitner,1
Зиссерман,Zisserman,1
Житару-Селлер,Žitaru-Seller,1
Зихварт,Zihvart,1
Жмаев,Žmaev,1
Злыгостева,Zlygosteva,1
Зорг,Zorg,1
Зорбе,Zorbe,1
Зорге,Zorge,1
Зоргенфрей,Zorgenfrej,1
Зоргац,Zorgac,1
Жорин,Žorin,1
Жорина-Кошелева,Žorina-Košeleva,1
Жорник-Шроо,Žornik-Šroo,1
Золин,Zolin,1
Зоммер-Мочалова,Zommer-Močalova,1
Зоммермейер,Zommermejer,1
Золотарева,Zolotareva,1
Золотых,Zolotyh,1
Золотых-Сараева,Zolotyh-Saraeva,1
Зомерфельд,Zomerfelʹd,1
Зондереггер,Zonderegger,1
Зонтаг,Zontag,1
Знаменская,Znamenskaâ,1
Же,Že,1
Жебрак,Žebrak,1
Зебольдт,Zebolʹdt,1
Зегнер,Zegner,1
Зеге,Zege,1
Зеберг,Zeberg,1
Зебель,Zebelʹ,1
Зебах,Zebah,1
Жердева-Затлер,Žerdeva-Zatler,1
Жердецкая,Žerdeckaâ,1
Зеринг,Zering,1
Зеренсдорф,Zerensdorf,1
Зек,Zek,1
Желябовская,Želâbovskaâ,1
Зейдлиц,Zejdlic,1
Зембуш,Zembuš,1
Земба,Zemba,1
Зелин,Zelin,1
Желинский,Želinskij,1
Зекрист,Zekrist,1
Земпель,Zempelʹ,1
Земляниченко,Zemlâničenko,1
Землер,Zemler,1
Земмель,Zemmelʹ,1
Зеллус,Zellus,1
Земла,Zemla,1
Зейнель,Zejnelʹ,1
Зелевская,Zelevskaâ,1
Железникова,Železnikova,1
Земель,Zemelʹ,1
Зеленецкая-Конради,Zeleneckaâ-Konradi,1
Зелент,Zelent,1
Зелентин,Zelentin,1
Желток,Želtok,1
Зейтц,Zejtc,1
Зейферд,Zejferd,1
Зейферт-Шарапов,Zejfert-Šarapov,1
Зельвиндер,Zelʹvinder,1
Зельгейм,Zelʹgejm,1
Зельман,Zelʹman,1
Зельтиньш-Гольдфельд,Zelʹtinʹš-Golʹdfelʹd,1
Зельский,Zelʹskij,1
Зельтер,Zelʹter,1
Зельтенраих,Zelʹtenraih,1
Жендковский,Žendkovskij,1
Зенглауб,Zenglaub,1
Зендер,Zender,1
Жены,Ženy,1
Зеев-Кизер,Zeev-Kizer,1
Зеегольцер,Zeegolʹcer,1
Зеева-Кизер,Zeeva-Kizer,1
Зеер,Zeer,1
Зеек,Zeek,1
Зееман,Zeeman,1
Зеттлер,Zettler,1
Зецер,Zecer,1
Зубклеве,Zubkleve,1
Зур,Zur,1
Журдан,Žurdan,1
Зурке,Zurke,1
Журавлев,Žuravlev,1
Журавская,Žuravskaâ,1
Зуковски,Zukovski,1
Жуковский,Žukovskij,1
Жуковский-Жукаускас,Žukovskij-Žukauskas,1
Жуковская,Žukovskaâ,1
Зукау,Zukau,1
Зульц,Zulʹc,1
Зуева,Zueva,1
Заяц,Zaâc,1
Загвоздкина,Zagvozdkina,1
Задирака,Zadiraka,1
Жабина,Žabina,1
Завислок,Zavislok,1
Заводовский,Zavodovskij,1
Заборский,Zaborskij,1
Задер,Zader,1
Задерей,Zaderej,1
Заверуха,Zaveruha,1
Забецкая,Zabeckaâ,1
Забазлаева,Zabazlaeva,1
Заватский,Zavatskij,1
Зарицкая,Zarickaâ,1
Запровский,Zaprovskij,1
Жаррек,Žarrek,1
Запольских,Zapolʹskih,1
Заремба,Zaremba,1
Зарецкий,Zareckij,1
Зарториус,Zartorius,1
Зарубин,Zarubin,1
Зам,Zam,1
Замятин,Zamâtin,1
Замчалкин,Zamčalkin,1
Зайднц?,Zajdnc?,1
Зайбель-Редхер,Zajbelʹ-Redher,1
Зайденц,Zajdenc,1
Зайденцаль,Zajdencalʹ,1
Заммель,Zammelʹ,1
Жакмьен,Žakmʹen,1
Зайнерт-Креймер,Zajnert-Krejmer,1
Зайнерт-Овчаров,Zajnert-Ovčarov,1
Зайнтензал,Zajntenzal,1
Закоуржил,Zakouržil,1
Зайер,Zajer,1
Залесский,Zalesskij,1
Зайец,Zajec,1
Замст-Замфт,Zamst-Zamft,1
Зайцзейлер,Zajczejler,1
Зайфер,Zajfer,1
Залуцкий,Zaluckij,1
Зальман-Черкасова,Zalʹman-Čerkasova,1
Зальмаер,Zalʹmaer,1
Зальцзейлер,Zalʹczejler,1
Зальцзелер,Zalʹczeler,1
Зальцер,Zalʹcer,1
Зандберг,Zandberg,1
Зандин,Zandin,1
Зандт,Zandt,1
Заннек,Zannek,1
Зауврин,Zauvrin,1
Зацгер,Zacger,1
Заузенк,Zauzenk,1
Заульт,Zaulʹt,1
Заунас,Zaunas,1
Зауер,Zauer,1
Зауерланд,Zauerland,1
Заутер,Zauter,1
Захарченко,Zaharčenko,1
Захариас,Zaharias,1
Захарьева,Zaharʹeva,1
Захатский,Zahatskij,1
Зауэрбат,Zauérbat,1
Заам,Zaam,1
Зыльвиндер,Zylʹvinder,1
Ияух,Iâuh,1
Ичеткина,Ičetkina,1
Ивингер,Ivinger,1
Ивкович,Ivkovič,1
Ивон,Ivon,1
Игнатьева,Ignatʹeva,1
Игель,Igelʹ,1
Иваровская,Ivarovskaâ,1
Иванович,Ivanovič,1
Ивановская,Ivanovskaâ,1
Иванова-Гасс,Ivanova-Gass,1
Иванова-Перепелицына,Ivanova-Perepelicyna,1
Иванова-Ааб,Ivanova-Aab,1
Иванова-Шефер,Ivanova-Šefer,1
Иваненко,Ivanenko,1
Ивашина,Ivašina,1
Ивашова,Ivašova,1
Ибэ,Ibé,1
Избрехт,Izbreht,1
Изгаршева,Izgarševa,1
Издак,Izdak,1
Изикайт,Izikajt,1
Иимфер,Iimfer,1
Ирбит,Irbit,1
Ирих,Irih,1
Иродов,Irodov,1
Имгрунт,Imgrunt,1
Имберг,Imberg,1
Илле,Ille,1
Иммерман,Immerman,1
Илленберг,Illenberg,1
Иллензеер,Illenzeer,1
Иканин,Ikanin,1
Иманаев,Imanaev,1
Илюшенко,Ilûšenko,1
Иль,Ilʹ,1
Ильге,Ilʹge,1
Ильдер,Ilʹder,1
Ильвес,Ilʹves,1
Ильиш,Ilʹiš,1
Ильрих,Ilʹrih,1
Иов,Iov,1
Иобчик,Iobčik,1
Иодзевич,Iodzevič,1
Инглинк,Inglink,1
Ингофф,Ingoff,1
Ингефер,Ingefer,1
Ингефер-Воронина,Ingefer-Voronina,1
Иоганов,Ioganov,1
Иогансен,Iogansen,1
Иозе,Ioze,1
Иозеф,Iozef,1
Иозефер,Iozefer,1
Иоргенс,Iorgens,1
Иордан-Зауер,Iordan-Zauer,1
Иордан-Падалко,Iordan-Padalko,1
Иорк-Капицина,Iork-Kapicina,1
Иорх,Iorh,1
Иорш,Iorš,1
Инкина,Inkina,1
Ионова,Ionova,1
Иоос,Ioos,1
Иосс,Ioss,1
Иост-Ариничева,Iost-Ariničeva,1
Иохимс,Iohims,1
Иоффе,Ioffe,1
Иеде,Iede,1
Иениш,Ieniš,1
Иенкель,Ienkelʹ,1
Исгейм,Isgejm,1
Исгайм,Isgajm,1
Исполатова,Ispolatova,1
Искель,Iskelʹ,1
Искам,Iskam,1
Итнер,Itner,1
Ительштейн,Itelʹštejn,1
Иттергейм,Ittergejm,1
Иттерман,Itterman,1
Исакина,Isakina,1
Исаков,Isakov,1
Исаева,Isaeva,1
Иайгер,Iajger,1
Рябинина-Малыш,Râbinina-Malyš,1
Пярсон,Pârson,1
Пяткина,Pâtkina,1
Ржонца,Ržonca,1
Пичман,Pičman,1
Пичугина,Pičugina,1
Рибич-Лох,Ribič-Loh,1
Рибич-Шмидке,Ribič-Šmidke,1
Ридичер,Ridičer,1
Ридлингер,Ridlinger,1
Пигман,Pigman,1
Ридерер,Riderer,1
Ригель-Ворухай,Rigelʹ-Voruhaj,1
Ридель-Бусс,Ridelʹ-Buss,1
Ридель-Мурадханова,Ridelʹ-Muradhanova,1
Рибсон,Ribson,1
Пибхер,Pibher,1
Ригутини,Rigutini,1
Пигалева,Pigaleva,1
Ридэль,Ridélʹ,1
Ризин,Rizin,1
Ризина,Rizina,1
Ризе-Шаповалова,Rize-Šapovalova,1
Ризенбург,Rizenburg,1
Ризень,Rizenʹ,1
Пир,Pir,1
Пирвитц,Pirvitc,1
Риппе,Rippe,1
Пиппер,Pipper,1
Риппергер,Ripperger,1
Риппель,Rippelʹ,1
Пироцкий,Pirockij,1
Пипенберг,Pipenberg,1
Пирушко,Piruško,1
Рилинг,Riling,1
Пиллих,Pillih,1
Пиллер,Piller,1
Пиклапп,Piklapp,1
Рилль,Rillʹ,1
Пименов,Pimenov,1
Пименова,Pimenova,1
Рийс,Rijs,1
Риксен,Riksen,1
Пикус,Pikus,1
Пилард,Pilard,1
Пилатус,Pilatus,1
Пиль,Pilʹ,1
Пильман,Pilʹman,1
Пильняк-Вогау,Pilʹnâk-Vogau,1
Пильц,Pilʹc,1
Пильх,Pilʹh,1
Ринглер,Ringler,1
Пингель,Pingelʹ,1
Риндт,Rindt,1
Рингс,Rings,1
Риндфляйш,Rindflâjš,1
Пиникер,Piniker,1
Пиорун,Piorun,1
Пионтек,Piontek,1
Риннэ,Rinné,1
Пинегер,Pineger,1
Ринтис,Rintis,1
Ринау,Rinau,1
Риньковский,Rinʹkovskij,1
Пиер,Pier,1
Пиес,Pies,1
Ритчер,Ritčer,1
Питкянен,Pitkânen,1
Рислинг,Risling,1
Риско,Risko,1
Питкевич,Pitkevič,1
Рисске,Risske,1
Пистер,Pister,1
Риттер-Фаткулова,Ritter-Fatkulova,1
Писаревская,Pisarevskaâ,1
Писаренкова,Pisarenkova,1
Питанова-Рейхвальд,Pitanova-Rejhvalʹd,1
Пиукав,Piukav,1
Рихмайер,Rihmajer,1
Риферт,Rifert,1
Рихельгоф,Rihelʹgof,1
Рихтер-Коровина,Rihter-Korovina,1
Рихтер-Шуберт,Rihter-Šubert,1
Рихтер-Шайдт,Rihter-Šajdt,1
Рихтерт,Rihtert,1
Пианская,Pianskaâ,1
Пишель,Pišelʹ,1
Ришелье-Платцатко,Rišelʹe-Platcatko,1
Придигер,Pridiger,1
Пригниц,Prignic,1
Прии-Петерс,Prii-Peters,1
Прий,Prij,1
Прий-Петерс,Prij-Peters,1
Принтц,Printc,1
Принц-Фюрст,Princ-Fûrst,1
Притвиц,Pritvic,1
Прицкалет,Prickalet,1
Прозовский,Prozovskij,1
Пропп-Рябова,Propp-Râbova,1
Пропп-Щербакова,Propp-Ŝerbakova,1
Прокофьева,Prokofʹeva,1
Пройслер,Projsler,1
Прокша,Prokša,1
Проскурякова-Гааг,Proskurâkova-Gaag,1
Проскура,Proskura,1
Протасова,Protasova,1
Прох,Proh,1
Проховский,Prohovskij,1
Прохоров,Prohorov,1
Прохорова,Prohorova,1
Прохорова-Беллер,Prohorova-Beller,1
Прохорова-Семенюк,Prohorova-Semenûk,1
Профт,Proft,1
Прохаска,Prohaska,1
Прошек,Prošek,1
Предигер-Кирпичёва,Prediger-Kirpičëva,1
Предигер-Кайль,Prediger-Kajlʹ,1
Прегель,Pregelʹ,1
Прейс-Рексиус,Prejs-Reksius,1
Прейссер,Prejsser,1
Прель,Prelʹ,1
Преслер,Presler,1
Прец,Prec,1
Прешер,Prešer,1
Прудченко,Prudčenko,1
Прудникова-Гаан,Prudnikova-Gaan,1
Прукэр,Prukér,1
Прунц,Prunc,1
Пруц,Pruc,1
Правый,Pravyj,1
Пранге,Prange,1
Пранк,Prank,1
Прасько,Prasʹko,1
Прауч,Prauč,1
Плям,Plâm,1
Плямяняк,Plâmânâk,1
Пляйс,Plâjs,1
Плит,Plit,1
Плишке-Каспер,Pliške-Kasper,1
Плишка,Pliška,1
Плоткина-Шох,Plotkina-Šoh,1
Плохотников,Plohotnikov,1
Пленингер,Pleninger,1
Плеханов,Plehanov,1
Плешакова,Plešakova,1
Плуме,Plume,1
Плачкова,Plačkova,1
Плаксина,Plaksina,1
Плаксина-Мельникова,Plaksina-Melʹnikova,1
Плаксина-Купрацевич,Plaksina-Kupracevič,1
Плантенер,Plantener,1
Платонов,Platonov,1
Платонова,Platonova,1
Платонникова,Platonnikova,1
Плате,Plate,1
Платайс,Platajs,1
Плацек,Placek,1
Рогге,Rogge,1
Родбергер,Rodberger,1
Подрицкий,Podrickij,1
Подлик,Podlik,1
Родлингер,Rodlinger,1
Подлих-Бомке,Podlih-Bomke,1
Подлих-Пугачева,Podlih-Pugačeva,1
Подлих-Маршева,Podlih-Marševa,1
Подлих-Селлер,Podlih-Seller,1
Подлих-Стельмах,Podlih-Stelʹmah,1
Рогловский,Roglovskij,1
Подкорытова,Podkorytova,1
Роглер,Rogler,1
Роговский,Rogovskij,1
Рогожин,Rogožin,1
Рогожина-Ауст,Rogožina-Aust,1
Подольникова,Podolʹnikova,1
Погоский,Pogoskij,1
Рогоцкий,Rogockij,1
Робермаль,Robermalʹ,1
Робертус,Robertus,1
Рогачевская,Rogačevskaâ,1
Рогалевская,Rogalevskaâ,1
Рогаль,Rogalʹ,1
Повальский,Povalʹskij,1
Подэма,Podéma,1
Позднякова,Pozdnâkova,1
Розгорн,Rozgorn,1
Розин,Rozin,1
Рожинская,Rožinskaâ,1
Рожкина,Rožkina,1
Познер,Pozner,1
Позерт,Pozert,1
Роземан,Rozeman,1
Розенбрюк,Rozenbrûk,1
Розендорф,Rozendorf,1
Розенбаум,Rozenbaum,1
Розенбауэр,Rozenbauér,1
Розенмейер,Rozenmejer,1
Розенман,Rozenman,1
Розенау,Rozenau,1
Роза,Roza,1
Розанов,Rozanov,1
Розьлинг,Rozʹling,1
Поппэ,Poppé,1
Попко,Popko,1
Попкова,Popkova,1
Порлаумер,Porlaumer,1
Попова-Курц,Popova-Kurc,1
Попова-Фафенцеллер,Popova-Fafenceller,1
Порожный,Porožnyj,1
Порохова,Porohova,1
Рорер,Rorer,1
Попельгельм,Popelʹgelʹm,1
Порет,Poret,1
Портянкина-Дризнер,Portânkina-Drizner,1
Портфей,Portfej,1
Портье,Portʹe,1
Порциг,Porcig,1
Порат,Porat,1
Порш,Porš,1
Поршель,Poršelʹ,1
Попэк,Popék,1
Полякова,Polâkova,1
Поляев-Пилыд,Polâev-Pilyd,1
Ройгер,Rojger,1
Ромберг,Romberg,1
Ройгершт,Rojgeršt,1
Ромбах,Rombah,1
Ромбах-Каспар,Rombah-Kaspar,1
Полина-Граубергер,Polina-Grauberger,1
Полиевский,Polievskij,1
Ромпель,Rompelʹ,1
Покрант,Pokrant,1
Покрывайло,Pokryvajlo,1
Роллов,Rollov,1
Ролледер,Rolleder,1
Поллек,Pollek,1
Роккель-Кабанова,Rokkelʹ-Kabanova,1
Ролланд,Rolland,1
Ромодина,Romodina,1
Ролова,Rolova,1
Полозова,Polozova,1
Полозова-Каган,Polozova-Kagan,1
Поморский,Pomorskij,1
Полей,Polej,1
Роксин,Roksin,1
Ройхерт,Rojhert,1
Полак,Polak,1
Ромацкий,Romackij,1
Ромашкина,Romaškina,1
Поль,Polʹ,1
Поль-Буренева,Polʹ-Bureneva,1
Рольгезер,Rolʹgezer,1
Польский,Polʹskij,1
Рон,Ron,1
Роод,Rood,1
Ронгно,Rongno,1
Рооде,Roode,1
Роода,Rooda,1
Рооз-Почтарь,Rooz-Počtarʹ,1
Ронзина,Ronzina,1
Роор-Эрлих,Roor-Érlih,1
Пономарев-Вагнер,Ponomarev-Vagner,1
Пономарева,Ponomareva,1
Понтович,Pontovič,1
Рот-Эрмель,Rot-Érmelʹ,1
Ротберг,Rotberg,1
Ротганг,Rotgang,1
Ротизнайник,Rotiznajnik,1
Посина,Posina,1
Поспелова,Pospelova,1
Потратий,Potratij,1
Роскоп-Рыжкова,Roskop-Ryžkova,1
Роскоф,Roskof,1
Росманит,Rosmanit,1
Росоль,Rosolʹ,1
Поснак,Posnak,1
Роте,Rote,1
Ротермиль,Rotermilʹ,1
Потемкин,Potemkin,1
Ротеккер,Rotekker,1
Потелецкий,Poteleckij,1
Посен,Posen,1
Ротенберг,Rotenberg,1
Ротенберген,Rotenbergen,1
Ротенкова,Rotenkova,1
Потехин,Potehin,1
Потехина,Potehina,1
Россмейер,Rossmejer,1
Постникова,Postnikova,1
Россол,Rossol,1
Россоль,Rossolʹ,1
Роттер,Rotter,1
Поссель,Posselʹ,1
Поссен,Possen,1
Постаренко,Postarenko,1
Россаль,Rossalʹ,1
Роу,Rou,1
Похилко,Pohilko,1
Роуткат,Routkat,1
Рош,Roš,1
Рошер,Rošer,1
Рощипкина,Roŝipkina,1
Рощин,Roŝin,1
Печеркин,Pečerkin,1
Ревякин,Revâkin,1
Ревякина-Зеккер,Revâkina-Zekker,1
Ревякина-Седенкова,Revâkina-Sedenkova,1
Ревякина-Шадрухина,Revâkina-Šadruhina,1
Реддих,Reddih,1
Педдер,Pedder,1
Реддерт,Reddert,1
Реджепова,Redžepova,1
Реджепова-Ксанке,Redžepova-Ksanke,1
Педи,Pedi,1
Ребин,Rebin,1
Редингер,Redinger,1
Реглин,Reglin,1
Редкославина,Redkoslavina,1
Пеглер,Pegler,1
Редлер,Redler,1
Рего,Rego,1
Пеговая,Pegovaâ,1
Пеговая-Вельк,Pegovaâ-Velʹk,1
Ребер,Reber,1
Регер-Герасимова,Reger-Gerasimova,1
Реберт-Плюснина,Rebert-Plûsnina,1
Редекопп,Redekopp,1
Редекооп,Redekoop,1
Регель,Regelʹ,1
Регушевская,Reguševskaâ,1
Педан,Pedan,1
Ревшнейдер,Revšnejder,1
Редых,Redyh,1
Резвих,Rezvih,1
Пезелер,Pezeler,1
Пезель,Pezelʹ,1
Резак,Rezak,1
Реихерт,Reihert,1
Пергель,Pergelʹ,1
Репи,Repi,1
Рериг,Rerig,1
Рерих-Клют,Rerih-Klût,1
Пеппель,Peppelʹ,1
Пеплян,Peplân,1
Пеплов,Peplov,1
Репле,Reple,1
Перник,Pernik,1
Перницкий,Pernickij,1
Перех,Pereh,1
Рептнер,Reptner,1
Першке,Perške,1
Першель,Peršelʹ,1
Рем-Нагайцева,Rem-Nagajceva,1
Рембовская,Rembovskaâ,1
Рембольдт,Rembolʹdt,1
Рейдольф,Rejdolʹf,1
Рейгер,Rejger,1
Рейберг,Rejberg,1
Рейзбах,Rejzbah,1
Рейзлер,Rejzler,1
Рейзер,Rejzer,1
Ремизов,Remizov,1
Ремизов-Вальцер,Remizov-Valʹcer,1
Пекин,Pekin,1
Релих,Relih,1
Ремих,Remih,1
Рекицкий,Rekickij,1
Ремплер,Rempler,1
Пемпель,Pempelʹ,1
Ремпель-Бем,Rempelʹ-Bem,1
Ремпель-Клостер,Rempelʹ-Kloster,1
Ремпенинг,Rempening,1
Реймис,Rejmis,1
Реймиш,Rejmiš,1
Реммлинг,Remmling,1
Реймер-Виленская,Rejmer-Vilenskaâ,1
Реймер-Суслова,Rejmer-Suslova,1
Пеккерт,Pekkert,1
Реймерс,Rejmers,1
Реммеле,Remmele,1
Рейн-Груберт,Rejn-Grubert,1
Рейнглер,Rejngler,1
Рейнгольд,Rejngolʹd,1
Рейнветер,Rejnveter,1
Рейнгардт-Пермина,Rejngardt-Permina,1
Рейнгардт-Кирилова,Rejngardt-Kirilova,1
Рейнгардт-Шнайдер,Rejngardt-Šnajder,1
Рейнбах,Rejnbah,1
Рейнгаузен,Rejngauzen,1
Рейнигер,Rejniger,1
Рейну-Павлова,Rejnu-Pavlova,1
Рейнфельс,Rejnfelʹs,1
Рейнард,Rejnard,1
Рейнш,Rejnš,1
Рейнш-Фишер,Rejnš-Fišer,1
Пейер,Pejer,1
Ремер,Remer,1
Ремель,Remelʹ,1
Ремеш,Remeš,1
Рейсвих,Rejsvih,1
Рексиус,Reksius,1
Рейслер,Rejsler,1
Пейсман,Pejsman,1
Рейтель,Rejtelʹ,1
Рейсс,Rejss,1
Рейсслер,Rejssler,1
Пейц,Pejc,1
Рейхрудель,Rejhrudelʹ,1
Рейхман,Rejhman,1
Рейхе,Rejhe,1
Пейфер,Pejfer,1
Релхер,Relher,1
Рейцер,Rejcer,1
Ремферт,Remfert,1
Рейхерт-Гоппе,Rejhert-Goppe,1
Рейхельд,Rejhelʹd,1
Рейхельт,Rejhelʹt,1
Рейценштейн,Rejcenštejn,1
Рейхард,Rejhard,1
Реман,Reman,1
Рейш-Волынец,Rejš-Volynec,1
Рейш-Мосвичева,Rejš-Mosvičeva,1
Пель,Pelʹ,1
Пельжус,Pelʹžus,1
Пельцих,Pelʹcih,1
Ренгольд-Реш,Rengolʹd-Reš,1
Пензина,Penzina,1
Пенизова,Penizova,1
Пенике,Penike,1
Ренпенин,Renpenin,1
Ренке,Renke,1
Ренкевич,Renkevič,1
Ренкен,Renken,1
Пеннер-Генинг,Penner-Gening,1
Пеннер-Фаст,Penner-Fast,1
Пеннер-Энгбрехт,Penner-Éngbreht,1
Пенекер,Peneker,1
Пентко,Pentko,1
Рентц,Rentc,1
